label	x1	x2	x3	x4	x5	x6	x7	x8
0.197853	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-1.340767	-1.008666	-1.168631
0.187342	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-0.446922	-1.008666	-1.168631
0.194700	2.040447	-1.784712	-0.561586	-1.469119	0.999349	0.446922	-1.008666	-1.168631
0.178933	2.040447	-1.784712	-0.561586	-1.469119	0.999349	1.340767	-1.008666	-1.168631
0.875851	1.284142	-1.228438	0.000000	-1.197897	0.999349	-1.340767	-1.008666	-1.168631
0.555248	1.284142	-1.228438	0.000000	-1.197897	0.999349	-0.446922	-1.008666	-1.168631
0.524764	1.284142	-1.228438	0.000000	-1.197897	0.999349	0.446922	-1.008666	-1.168631
1.024065	1.284142	-1.228438	0.000000	-1.197897	0.999349	1.340767	-1.008666	-1.168631
0.662466	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-1.340767	-1.008666	-1.168631
0.106403	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.008666	-1.168631
0.256718	0.905990	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.008666	-1.168631
0.750763	0.905990	-0.950301	-0.561586	-0.655453	0.999349	1.340767	-1.008666	-1.168631
0.286151	0.527838	-0.672164	0.000000	-0.655453	0.999349	-1.340767	-1.008666	-1.168631
0.033873	0.527838	-0.672164	0.000000	-0.655453	0.999349	-0.446922	-1.008666	-1.168631
0.002338	0.527838	-0.672164	0.000000	-0.655453	0.999349	0.446922	-1.008666	-1.168631
0.412290	0.527838	-0.672164	0.000000	-0.655453	0.999349	1.340767	-1.008666	-1.168631
1.796667	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.340767	-1.008666	-1.168631
1.123925	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.008666	-1.168631
1.034576	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.008666	-1.168631
1.970108	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.340767	-1.008666	-1.168631
0.975711	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-1.340767	-1.008666	-1.168631
0.996734	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-0.446922	-1.008666	-1.168631
1.004093	-0.039391	-0.115890	2.246342	-1.197897	0.999349	0.446922	-1.008666	-1.168631
0.954688	-0.039391	-0.115890	2.246342	-1.197897	0.999349	1.340767	-1.008666	-1.168631
-1.172858	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-1.340767	-1.008666	-1.168631
-1.143426	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-0.446922	-1.008666	-1.168631
-1.167603	-0.228467	0.162247	-1.684757	0.971879	-0.999349	0.446922	-1.008666	-1.168631
-1.144477	-0.228467	0.162247	-1.684757	0.971879	-0.999349	1.340767	-1.008666	-1.168631
-1.133966	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-1.340767	-1.008666	-1.168631
-1.083510	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-0.446922	-1.008666	-1.168631
-1.126607	-0.512081	0.440383	-1.123171	0.971879	-0.999349	0.446922	-1.008666	-1.168631
-1.084561	-0.512081	0.440383	-1.123171	0.971879	-0.999349	1.340767	-1.008666	-1.168631
-1.083510	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-1.340767	-1.008666	-1.168631
-1.048822	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-0.446922	-1.008666	-1.168631
-1.081408	-0.701157	0.718520	-0.561586	0.971879	-0.999349	0.446922	-1.008666	-1.168631
-1.065640	-0.701157	0.718520	-0.561586	0.971879	-0.999349	1.340767	-1.008666	-1.168631
-1.123454	-0.984772	0.996657	0.000000	0.971879	-0.999349	-1.340767	-1.008666	-1.168631
-1.142375	-0.984772	0.996657	0.000000	0.971879	-0.999349	-0.446922	-1.008666	-1.168631
-1.125556	-0.984772	0.996657	0.000000	0.971879	-0.999349	0.446922	-1.008666	-1.168631
-1.149733	-0.984772	0.996657	0.000000	0.971879	-0.999349	1.340767	-1.008666	-1.168631
-0.548470	-1.173848	1.274794	0.561586	0.971879	-0.999349	-1.340767	-1.008666	-1.168631
-0.542163	-1.173848	1.274794	0.561586	0.971879	-0.999349	-0.446922	-1.008666	-1.168631
-0.551623	-1.173848	1.274794	0.561586	0.971879	-0.999349	0.446922	-1.008666	-1.168631
-0.553726	-1.173848	1.274794	0.561586	0.971879	-0.999349	1.340767	-1.008666	-1.168631
-1.077203	-1.362924	1.552931	1.123171	0.971879	-0.999349	-1.340767	-1.008666	-1.168631
-1.060384	-1.362924	1.552931	1.123171	0.971879	-0.999349	-0.446922	-1.008666	-1.168631
-1.078254	-1.362924	1.552931	1.123171	0.971879	-0.999349	0.446922	-1.008666	-1.168631
-1.084561	-1.362924	1.552931	1.123171	0.971879	-0.999349	1.340767	-1.008666	-1.168631
0.143193	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-1.340767	-1.008666	-0.523869
0.109556	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-0.446922	-1.008666	-0.523869
0.162114	2.040447	-1.784712	-0.561586	-1.469119	0.999349	0.446922	-1.008666	-0.523869
0.136886	2.040447	-1.784712	-0.561586	-1.469119	0.999349	1.340767	-1.008666	-0.523869
0.835907	1.284142	-1.228438	0.000000	-1.197897	0.999349	-1.340767	-1.008666	-0.523869
0.510048	1.284142	-1.228438	0.000000	-1.197897	0.999349	-0.446922	-1.008666	-0.523869
0.501638	1.284142	-1.228438	0.000000	-1.197897	0.999349	0.446922	-1.008666	-0.523869
1.010400	1.284142	-1.228438	0.000000	-1.197897	0.999349	1.340767	-1.008666	-0.523869
0.664568	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-1.340767	-1.008666	-0.523869
0.109556	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.008666	-0.523869
0.291407	0.905990	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.008666	-0.523869
0.768633	0.905990	-0.950301	-0.561586	-0.655453	0.999349	1.340767	-1.008666	-0.523869
0.293509	0.527838	-0.672164	0.000000	-0.655453	0.999349	-1.340767	-1.008666	-0.523869
0.045435	0.527838	-0.672164	0.000000	-0.655453	0.999349	-0.446922	-1.008666	-0.523869
0.022310	0.527838	-0.672164	0.000000	-0.655453	0.999349	0.446922	-1.008666	-0.523869
0.441722	0.527838	-0.672164	0.000000	-0.655453	0.999349	1.340767	-1.008666	-0.523869
1.732546	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.340767	-1.008666	-0.523869
1.054548	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.008666	-0.523869
0.975711	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.008666	-0.523869
1.920704	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.340767	-1.008666	-0.523869
0.979916	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-1.340767	-1.008666	-0.523869
0.996734	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-0.446922	-1.008666	-0.523869
1.007246	-0.039391	-0.115890	2.246342	-1.197897	0.999349	0.446922	-1.008666	-0.523869
0.966251	-0.039391	-0.115890	2.246342	-1.197897	0.999349	1.340767	-1.008666	-0.523869
-1.177063	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-1.340767	-1.008666	-0.523869
-1.142375	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-0.446922	-1.008666	-0.523869
-1.158142	-0.228467	0.162247	-1.684757	0.971879	-0.999349	0.446922	-1.008666	-0.523869
-1.135017	-0.228467	0.162247	-1.684757	0.971879	-0.999349	1.340767	-1.008666	-0.523869
-1.147631	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-1.340767	-1.008666	-0.523869
-1.101380	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-0.446922	-1.008666	-0.523869
-1.133966	-0.512081	0.440383	-1.123171	0.971879	-0.999349	0.446922	-1.008666	-0.523869
-1.090868	-0.512081	0.440383	-1.123171	0.971879	-0.999349	1.340767	-1.008666	-0.523869
-1.197035	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-1.340767	-1.008666	-0.523869
-1.161296	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-0.446922	-1.008666	-0.523869
-1.184421	-0.701157	0.718520	-0.561586	0.971879	-0.999349	0.446922	-1.008666	-0.523869
-1.164449	-0.701157	0.718520	-0.561586	0.971879	-0.999349	1.340767	-1.008666	-0.523869
-1.022543	-0.984772	0.996657	0.000000	0.971879	-0.999349	-1.340767	-1.008666	-0.523869
-1.034105	-0.984772	0.996657	0.000000	0.971879	-0.999349	-0.446922	-1.008666	-0.523869
-1.007826	-0.984772	0.996657	0.000000	0.971879	-0.999349	0.446922	-1.008666	-0.523869
-1.035157	-0.984772	0.996657	0.000000	0.971879	-0.999349	1.340767	-1.008666	-0.523869
-0.563186	-1.173848	1.274794	0.561586	0.971879	-0.999349	-1.340767	-1.008666	-0.523869
-0.551623	-1.173848	1.274794	0.561586	0.971879	-0.999349	-0.446922	-1.008666	-0.523869
-0.553726	-1.173848	1.274794	0.561586	0.971879	-0.999349	0.446922	-1.008666	-0.523869
-0.555828	-1.173848	1.274794	0.561586	0.971879	-0.999349	1.340767	-1.008666	-0.523869
-1.074049	-1.362924	1.552931	1.123171	0.971879	-0.999349	-1.340767	-1.008666	-0.523869
-1.053026	-1.362924	1.552931	1.123171	0.971879	-0.999349	-0.446922	-1.008666	-0.523869
-1.084561	-1.362924	1.552931	1.123171	0.971879	-0.999349	0.446922	-1.008666	-0.523869
-1.087715	-1.362924	1.552931	1.123171	0.971879	-0.999349	1.340767	-1.008666	-0.523869
0.114812	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-1.340767	-1.008666	0.120893
0.150551	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-0.446922	-1.008666	0.120893
0.131630	2.040447	-1.784712	-0.561586	-1.469119	0.999349	0.446922	-1.008666	0.120893
0.163165	2.040447	-1.784712	-0.561586	-1.469119	0.999349	1.340767	-1.008666	0.120893
1.004093	1.284142	-1.228438	0.000000	-1.197897	0.999349	-1.340767	-1.008666	0.120893
0.868493	1.284142	-1.228438	0.000000	-1.197897	0.999349	-0.446922	-1.008666	0.120893
0.577322	1.284142	-1.228438	0.000000	-1.197897	0.999349	0.446922	-1.008666	0.120893
0.534224	1.284142	-1.228438	0.000000	-1.197897	0.999349	1.340767	-1.008666	0.120893
0.750763	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-1.340767	-1.008666	0.120893
0.675080	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.008666	0.120893
0.137937	0.905990	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.008666	0.120893
0.295611	0.905990	-0.950301	-0.561586	-0.655453	0.999349	1.340767	-1.008666	0.120893
0.430160	0.527838	-0.672164	0.000000	-0.655453	0.999349	-1.340767	-1.008666	0.120893
0.310327	0.527838	-0.672164	0.000000	-0.655453	0.999349	-0.446922	-1.008666	0.120893
0.080124	0.527838	-0.672164	0.000000	-0.655453	0.999349	0.446922	-1.008666	0.120893
0.035975	0.527838	-0.672164	0.000000	-0.655453	0.999349	1.340767	-1.008666	0.120893
1.948034	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.340767	-1.008666	0.120893
1.748313	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.008666	0.120893
1.105004	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.008666	0.120893
1.019860	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.340767	-1.008666	0.120893
0.973609	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-1.340767	-1.008666	0.120893
1.000939	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-0.446922	-1.008666	0.120893
1.039832	-0.039391	-0.115890	2.246342	-1.197897	0.999349	0.446922	-1.008666	0.120893
1.041934	-0.039391	-0.115890	2.246342	-1.197897	0.999349	1.340767	-1.008666	0.120893
-1.154989	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-1.340767	-1.008666	0.120893
-1.180217	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-0.446922	-1.008666	0.120893
-1.149733	-0.228467	0.162247	-1.684757	0.971879	-0.999349	0.446922	-1.008666	0.120893
-1.166551	-0.228467	0.162247	-1.684757	0.971879	-0.999349	1.340767	-1.008666	0.120893
-1.098226	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-1.340767	-1.008666	0.120893
-1.137119	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-0.446922	-1.008666	0.120893
-1.081408	-0.512081	0.440383	-1.123171	0.971879	-0.999349	0.446922	-1.008666	0.120893
-1.126607	-0.512081	0.440383	-1.123171	0.971879	-0.999349	1.340767	-1.008666	0.120893
-1.066691	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-1.340767	-1.008666	0.120893
-1.084561	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-0.446922	-1.008666	0.120893
-1.042515	-0.701157	0.718520	-0.561586	0.971879	-0.999349	0.446922	-1.008666	0.120893
-1.070896	-0.701157	0.718520	-0.561586	0.971879	-0.999349	1.340767	-1.008666	0.120893
-1.169705	-0.984772	0.996657	0.000000	0.971879	-0.999349	-1.340767	-1.008666	0.120893
-1.144477	-0.984772	0.996657	0.000000	0.971879	-0.999349	-0.446922	-1.008666	0.120893
-1.156040	-0.984772	0.996657	0.000000	0.971879	-0.999349	0.446922	-1.008666	0.120893
-1.130812	-0.984772	0.996657	0.000000	0.971879	-0.999349	1.340767	-1.008666	0.120893
-0.572646	-1.173848	1.274794	0.561586	0.971879	-0.999349	-1.340767	-1.008666	0.120893
-0.568442	-1.173848	1.274794	0.561586	0.971879	-0.999349	-0.446922	-1.008666	0.120893
-0.548470	-1.173848	1.274794	0.561586	0.971879	-0.999349	0.446922	-1.008666	0.120893
-0.556879	-1.173848	1.274794	0.561586	0.971879	-0.999349	1.340767	-1.008666	0.120893
-1.103482	-1.362924	1.552931	1.123171	0.971879	-0.999349	-1.340767	-1.008666	0.120893
-1.088766	-1.362924	1.552931	1.123171	0.971879	-0.999349	-0.446922	-1.008666	0.120893
-1.098226	-1.362924	1.552931	1.123171	0.971879	-0.999349	0.446922	-1.008666	0.120893
-1.124505	-1.362924	1.552931	1.123171	0.971879	-0.999349	1.340767	-1.008666	0.120893
0.138988	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-1.340767	-1.008666	0.765655
0.119016	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-0.446922	-1.008666	0.765655
0.167370	2.040447	-1.784712	-0.561586	-1.469119	0.999349	0.446922	-1.008666	0.765655
0.134784	2.040447	-1.784712	-0.561586	-1.469119	0.999349	1.340767	-1.008666	0.765655
0.499536	1.284142	-1.228438	0.000000	-1.197897	0.999349	-1.340767	-1.008666	0.765655
0.979916	1.284142	-1.228438	0.000000	-1.197897	0.999349	-0.446922	-1.008666	0.765655
0.866391	1.284142	-1.228438	0.000000	-1.197897	0.999349	0.446922	-1.008666	0.765655
0.560503	1.284142	-1.228438	0.000000	-1.197897	0.999349	1.340767	-1.008666	0.765655
0.271435	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-1.340767	-1.008666	0.765655
0.753917	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.008666	0.765655
0.680336	0.905990	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.008666	0.765655
0.128477	0.905990	-0.950301	-0.561586	-0.655453	0.999349	1.340767	-1.008666	0.765655
0.002338	0.527838	-0.672164	0.000000	-0.655453	0.999349	-1.340767	-1.008666	0.765655
0.422801	0.527838	-0.672164	0.000000	-0.655453	0.999349	-0.446922	-1.008666	0.765655
0.313481	0.527838	-0.672164	0.000000	-0.655453	0.999349	0.446922	-1.008666	0.765655
0.060151	0.527838	-0.672164	0.000000	-0.655453	0.999349	1.340767	-1.008666	0.765655
1.015655	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.340767	-1.008666	0.765655
1.966955	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.008666	0.765655
1.815588	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.008666	0.765655
1.124976	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.340767	-1.008666	0.765655
1.000939	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-1.340767	-1.008666	0.765655
0.949432	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-0.446922	-1.008666	0.765655
0.977814	-0.039391	-0.115890	2.246342	-1.197897	0.999349	0.446922	-1.008666	0.765655
0.994632	-0.039391	-0.115890	2.246342	-1.197897	0.999349	1.340767	-1.008666	0.765655
-1.197035	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-1.340767	-1.008666	0.765655
-1.180217	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-0.446922	-1.008666	0.765655
-1.195984	-0.228467	0.162247	-1.684757	0.971879	-0.999349	0.446922	-1.008666	0.765655
-1.162347	-0.228467	0.162247	-1.684757	0.971879	-0.999349	1.340767	-1.008666	0.765655
-1.147631	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-1.340767	-1.008666	0.765655
-1.100328	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-0.446922	-1.008666	0.765655
-1.135017	-0.512081	0.440383	-1.123171	0.971879	-0.999349	0.446922	-1.008666	0.765655
-1.091919	-0.512081	0.440383	-1.123171	0.971879	-0.999349	1.340767	-1.008666	0.765655
-1.082459	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-1.340767	-1.008666	0.765655
-1.061436	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-0.446922	-1.008666	0.765655
-1.068794	-0.701157	0.718520	-0.561586	0.971879	-0.999349	0.446922	-1.008666	0.765655
-1.036208	-0.701157	0.718520	-0.561586	0.971879	-0.999349	1.340767	-1.008666	0.765655
-1.022543	-0.984772	0.996657	0.000000	0.971879	-0.999349	-1.340767	-1.008666	0.765655
-1.042515	-0.984772	0.996657	0.000000	0.971879	-0.999349	-0.446922	-1.008666	0.765655
-1.007826	-0.984772	0.996657	0.000000	0.971879	-0.999349	0.446922	-1.008666	0.765655
-1.025696	-0.984772	0.996657	0.000000	0.971879	-0.999349	1.340767	-1.008666	0.765655
-0.562135	-1.173848	1.274794	0.561586	0.971879	-0.999349	-1.340767	-1.008666	0.765655
-0.561084	-1.173848	1.274794	0.561586	0.971879	-0.999349	-0.446922	-1.008666	0.765655
-0.543214	-1.173848	1.274794	0.561586	0.971879	-0.999349	0.446922	-1.008666	0.765655
-0.536907	-1.173848	1.274794	0.561586	0.971879	-0.999349	1.340767	-1.008666	0.765655
-1.074049	-1.362924	1.552931	1.123171	0.971879	-0.999349	-1.340767	-1.008666	0.765655
-1.077203	-1.362924	1.552931	1.123171	0.971879	-0.999349	-0.446922	-1.008666	0.765655
-1.083510	-1.362924	1.552931	1.123171	0.971879	-0.999349	0.446922	-1.008666	0.765655
-1.063538	-1.362924	1.552931	1.123171	0.971879	-0.999349	1.340767	-1.008666	0.765655
0.110607	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-1.340767	-1.008666	1.410417
0.146347	2.040447	-1.784712	-0.561586	-1.469119	0.999349	-0.446922	-1.008666	1.410417
0.135835	2.040447	-1.784712	-0.561586	-1.469119	0.999349	0.446922	-1.008666	1.410417
0.167370	2.040447	-1.784712	-0.561586	-1.469119	0.999349	1.340767	-1.008666	1.410417
0.549992	1.284142	-1.228438	0.000000	-1.197897	0.999349	-1.340767	-1.008666	1.410417
0.518457	1.284142	-1.228438	0.000000	-1.197897	0.999349	-0.446922	-1.008666	1.410417
1.036679	1.284142	-1.228438	0.000000	-1.197897	0.999349	0.446922	-1.008666	1.410417
0.885312	1.284142	-1.228438	0.000000	-1.197897	0.999349	1.340767	-1.008666	1.410417
0.129528	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-1.340767	-1.008666	1.410417
0.288253	0.905990	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.008666	1.410417
0.783349	0.905990	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.008666	1.410417
0.703461	0.905990	-0.950301	-0.561586	-0.655453	0.999349	1.340767	-1.008666	1.410417
0.054896	0.527838	-0.672164	0.000000	-0.655453	0.999349	-1.340767	-1.008666	1.410417
0.019156	0.527838	-0.672164	0.000000	-0.655453	0.999349	-0.446922	-1.008666	1.410417
0.451183	0.527838	-0.672164	0.000000	-0.655453	0.999349	0.446922	-1.008666	1.410417
0.326095	0.527838	-0.672164	0.000000	-0.655453	0.999349	1.340767	-1.008666	1.410417
1.093441	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.340767	-1.008666	1.410417
1.008297	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.008666	1.410417
1.950136	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.008666	1.410417
1.752518	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.340767	-1.008666	1.410417
1.015655	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-1.340767	-1.008666	1.410417
1.026167	-0.039391	-0.115890	2.246342	-1.197897	0.999349	-0.446922	-1.008666	1.410417
0.951535	-0.039391	-0.115890	2.246342	-1.197897	0.999349	0.446922	-1.008666	1.410417
0.976762	-0.039391	-0.115890	2.246342	-1.197897	0.999349	1.340767	-1.008666	1.410417
-1.149733	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-1.340767	-1.008666	1.410417
-1.171807	-0.228467	0.162247	-1.684757	0.971879	-0.999349	-0.446922	-1.008666	1.410417
-1.142375	-0.228467	0.162247	-1.684757	0.971879	-0.999349	0.446922	-1.008666	1.410417
-1.165500	-0.228467	0.162247	-1.684757	0.971879	-0.999349	1.340767	-1.008666	1.410417
-1.094021	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-1.340767	-1.008666	1.410417
-1.139221	-0.512081	0.440383	-1.123171	0.971879	-0.999349	-0.446922	-1.008666	1.410417
-1.085612	-0.512081	0.440383	-1.123171	0.971879	-0.999349	0.446922	-1.008666	1.410417
-1.124505	-0.512081	0.440383	-1.123171	0.971879	-0.999349	1.340767	-1.008666	1.410417
-1.055129	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-1.340767	-1.008666	1.410417
-1.083510	-0.701157	0.718520	-0.561586	0.971879	-0.999349	-0.446922	-1.008666	1.410417
-1.064589	-0.701157	0.718520	-0.561586	0.971879	-0.999349	0.446922	-1.008666	1.410417
-1.071947	-0.701157	0.718520	-0.561586	0.971879	-0.999349	1.340767	-1.008666	1.410417
-1.056180	-0.984772	0.996657	0.000000	0.971879	-0.999349	-1.340767	-1.008666	1.410417
-1.027798	-0.984772	0.996657	0.000000	0.971879	-0.999349	-0.446922	-1.008666	1.410417
