label,x1,x2,x3,x4,x5
0.743301,2.1499029999999997,4.406626999999999,1.609366,4.83885,2.338934
0.42017899999999997,1.2295719999999999,4.747232,5.821962999999999,4.82385,1.850111
0.801193,1.556503,4.212726,3.2912239999999997,4.736554,2.090837
0.346465,3.746268,0.10881400000000001,0.231621,2.156591,5.563559
0.558642,2.889733,5.10928,4.227887,0.375784,2.787601
0.704531,2.159957,5.583991999999999,3.168297,4.3022279999999995,2.7049819999999998
0.359926,5.034972,4.675725,0.404183,6.0075709999999996,2.775115
0.337893,3.561585,0.30595900000000004,5.390217,1.024859,5.721692
0.697146,3.3483419999999997,2.319117,2.031213,0.731398,1.364714
0.363627,5.553162,4.276038,1.428207,5.527253,5.344417
0.46052,1.765034,4.427078,0.733692,2.939942,0.169253
0.596431,4.5932010000000005,1.3956620000000002,1.9155360000000001,5.160836,2.100589
0.552276,4.572375,1.6643279999999998,1.4205940000000001,4.909483,4.646165
0.8547370000000001,2.332675,4.0881870000000005,3.961983,1.170557,2.106822
0.691207,3.4569300000000003,2.9149529999999997,0.44696099999999994,1.533199,3.762838
0.488303,0.5051260000000001,3.792298,1.7025880000000002,0.375133,2.7681270000000002
0.40536,0.373701,1.4686700000000001,1.740921,3.7037690000000003,0.110976
0.574756,3.234785,1.112743,5.330398000000001,4.713394999999999,3.6444870000000003
0.792589,4.725003,5.0278599999999996,2.715982,3.1163849999999997,3.65941
0.385667,5.654064,4.65153,4.585485,0.21650100000000003,3.946505
0.370762,0.8294370000000001,5.65687,3.669778,5.992312,2.1063240000000003
0.73633,3.462942,0.697333,4.7495959999999995,3.0556400000000004,3.0097959999999997
0.620786,2.866344,1.143365,0.733584,2.041985,4.260644
0.272825,0.12141199999999999,0.644572,5.9213830000000005,1.093299,5.376816000000001
0.5569470000000001,2.072736,2.988583,5.14158,3.803818,0.380347
0.40103099999999997,1.023094,1.2094719999999999,0.353879,3.500809,0.6401720000000001
0.570667,4.815707,5.425349,2.847211,4.555912,3.948697
0.512811,1.9172900000000002,0.644538,2.00392,0.9711129999999999,4.634425
0.44501599999999997,3.2211990000000004,0.31499299999999997,3.831231,2.1907229999999998,5.977754
0.48485500000000004,1.043892,3.393771,1.4317950000000002,0.9137049999999999,0.801949
0.725797,3.661892,4.68497,3.5293099999999997,5.153646,2.236863
0.945983,1.627828,1.9216400000000002,3.668938,2.0772180000000002,4.107381
0.829083,3.974475,1.123895,3.649275,1.701179,2.304549
0.48125500000000004,4.185287000000001,2.083734,2.740567,0.086066,5.230751000000001
0.442171,4.53891,1.3108739999999999,0.26254099999999997,4.861472,1.8018610000000002
1.029773,2.75325,3.1109150000000003,3.132889,3.03445,0.85085
0.53508,0.552928,5.488186,2.496381,3.277057,4.085903
0.461966,1.4238620000000002,3.823544,0.698276,5.275475,1.2655100000000001
0.41748100000000005,5.530024,0.659203,2.809254,4.387061,5.261091
0.762516,0.964268,2.3951290000000003,2.755297,4.058516,4.5569440000000005
0.5067189999999999,5.0049019999999995,0.3777,3.356842,1.122967,2.566278
0.573256,3.2800550000000004,3.057697,4.882426000000001,3.3529720000000003,0.051386
0.357477,6.026808,2.640327,4.2551,5.80925,0.946782
0.361236,0.519053,6.035362,5.2834129999999995,3.6261300000000003,1.6930060000000002
0.40718499999999996,2.70607,4.919615,0.363153,4.901424,5.28455
0.450892,0.689917,2.96391,1.368088,5.957194,3.657507
0.392471,5.821388,5.4166870000000005,2.807852,5.365547,1.9771310000000002
0.330826,0.077805,0.87528,5.801202,1.333022,1.7557580000000002
0.5235770000000001,4.699463,2.390029,4.790272,0.25778,2.661895
0.457021,4.953819,5.614137,2.761248,2.756743,5.472554
0.307399,5.262168,5.554963,2.050569,0.132767,5.6006339999999994
0.512889,0.556615,4.331444,0.404572,2.892264,3.081755
0.6103149999999999,2.448696,3.7600239999999996,4.495432,5.757183,3.815491
0.853193,1.609222,2.109727,3.090767,1.543714,4.365583999999999
0.372137,4.850411,5.666164,1.249552,2.368537,0.193477
0.9517909999999999,2.6384830000000004,0.7986439999999999,2.613161,2.6386,3.499595
0.352044,5.513886,4.433512,1.062142,5.035319,0.329207
0.6282949999999999,1.141082,3.928865,4.560168,4.997881,2.585188
0.8554959999999999,1.632817,5.0489120000000005,2.260105,2.767992,2.8564060000000002
0.395474,0.923234,2.439693,5.700907,2.333361,0.18576800000000002
0.299446,0.866411,4.548933,0.153035,5.605211,0.44044399999999995
0.364388,5.265753,5.061323000000001,5.024335,4.495062,5.593738
1.086009,3.528228,1.984762,3.809546,4.475798,3.254857
0.748711,3.349161,3.3635699999999997,3.282479,5.731496,2.250779
0.51574,0.9197290000000001,5.924775,3.953046,3.110598,2.233677
0.520251,5.1681870000000005,3.345851,4.409777,4.801275,0.958242
0.606233,3.7823309999999997,2.032542,0.616931,2.763041,0.947652
0.588987,2.155714,3.766829,5.315444,5.145192,2.1548130000000003
0.663216,3.129497,2.213819,0.136173,2.392585,2.0657970000000003
0.6903050000000001,2.460848,4.589057,1.8158159999999999,4.480258999999999,4.754167
0.42737700000000006,0.5058,2.533404,1.129489,5.908631,2.9704349999999997
0.707009,1.4894969999999998,3.0040709999999997,5.607766000000001,3.189794,2.838788
0.441716,0.789914,4.218458999999999,0.459083,2.629492,0.837515
0.391358,1.153447,5.886403,3.5365589999999996,1.292948,5.368348999999999
0.8901879999999999,1.489715,2.01653,3.872907,1.9904080000000002,4.097345
0.502582,2.553602,5.076819,3.9576160000000002,0.715221,5.060958
0.482842,0.347927,4.484433,5.237732,2.3012599999999996,3.988928
0.283421,5.466297,5.775047,0.38571500000000003,2.029424,5.953501999999999
0.301293,5.718723000000001,0.241536,4.951131,2.102631,5.928739
0.8608040000000001,2.9951849999999998,2.191214,3.223535,4.952713,1.550918
1.2157799999999999,2.985516,4.025923000000001,4.2161029999999995,3.240112,3.797424
0.8132119999999999,2.076316,1.739009,1.324429,3.176732,4.419455
0.608453,5.450323,1.4322979999999998,3.30968,4.695858,3.039022
0.541774,2.2654810000000003,4.316771,4.265122,0.7715770000000001,5.148969999999999
0.443974,0.717217,3.7974379999999996,5.788607,3.8027010000000003,1.195509
0.711733,4.731512,3.5936519999999996,2.717253,2.129892,0.794863
0.458016,2.388433,4.012628,0.562387,2.057716,0.066743
0.391866,1.500148,0.335328,0.394041,3.497699,0.967717
0.8510850000000001,2.473473,2.142709,3.8267029999999997,5.233626,3.2549650000000003
0.583929,0.628727,2.7580430000000002,4.827074,1.241378,3.113802
0.669385,0.8418399999999999,1.49543,4.197148,4.084706,2.361295
0.45235200000000003,5.702304,4.340269999999999,2.1218470000000003,5.4609879999999995,1.9135790000000001
0.272741,5.786807,5.187094,5.7309,1.2449430000000001,0.07133300000000001
0.8343010000000001,3.5012519999999996,1.7390459999999999,3.1711419999999997,1.839705,4.941455
0.44958100000000006,0.408677,4.436305,5.7728779999999995,3.029122,3.8805110000000003
0.417472,1.458679,0.876577,0.49157399999999996,5.389425,2.740036
0.662092,2.168951,5.070337,1.292192,3.058488,1.514515
0.466322,4.977164,0.88161,4.7001669999999995,1.711971,4.870311
0.417225,0.142421,3.5792559999999995,5.535126999999999,3.253749,4.993825
0.48113999999999996,0.308143,2.246941,4.745304,3.4954970000000003,5.163144
0.716705,1.0639399999999999,4.890557,1.823205,2.526826,2.853511
0.377307,3.944693,3.072685,0.961074,0.13858199999999998,5.874194
0.566666,4.440334,2.987566,5.1374629999999994,4.266589,5.0974639999999996
0.48851000000000006,3.9364760000000003,5.312292,4.759128,3.0904830000000003,0.521289
0.973822,2.7555419999999997,2.1688509999999996,1.6749889999999998,2.337597,1.475593
0.553705,3.3320529999999997,2.746661,1.416864,0.439589,4.955425
0.611975,1.827925,5.831182,1.9761389999999999,2.20148,2.484972
0.47408599999999995,4.5181569999999995,0.303787,5.027371,1.4555069999999999,2.847873
0.320788,1.18373,5.88775,4.983093,1.271024,5.759217
0.46105100000000004,4.170653,1.185241,3.474097,4.932677,5.840032
0.781207,1.151067,4.052722,3.480978,2.4106080000000003,4.641709
0.687353,2.260908,3.5686379999999995,1.7661099999999998,0.37145100000000003,3.4972019999999997
0.650349,3.803711,4.100674,4.244801,2.300309,5.54555
0.673746,4.731365,2.216132,4.827548,4.699965,3.022594
0.515311,0.536755,3.771671,2.699534,1.041786,1.046074
0.434752,5.626316,4.916905,2.7272939999999997,5.523313,2.005986
0.543304,4.704276,0.165545,2.8439740000000002,1.9652349999999998,1.8286169999999997
0.72895,2.97075,0.553241,1.724235,2.0286779999999998,3.3997910000000005
0.413529,2.665152,5.89881,4.102252,1.275414,0.45486099999999996
0.47022299999999995,2.730702,3.958097,5.471987,4.653288,0.46386700000000003
0.397848,1.8880970000000001,1.437427,5.501155000000001,0.469839,1.050707
0.440867,3.101052,2.4709470000000002,4.533182,5.750204,5.73463
0.511987,3.114629,0.7821229999999999,1.613069,0.999259,4.916531
0.654909,4.955766000000001,1.6606330000000002,4.1878269999999995,1.768675,4.312734
0.40718200000000004,4.818989,1.597077,0.8409840000000001,4.172775,5.871473
0.395129,3.9159089999999996,2.039991,0.7910050000000001,0.896899,6.040561
0.46022700000000005,2.321656,0.963404,1.195417,3.12252,5.974729
0.5041680000000001,4.9194830000000005,2.138046,0.924393,4.377962,0.950519
0.399538,3.246954,0.7799510000000001,3.5602620000000003,5.6230709999999995,5.800873
0.507735,2.154363,5.354918,0.49017,4.442623,3.232754
0.327846,5.684009,0.6156699999999999,4.983957,4.549087999999999,0.494519
0.48591599999999996,5.305657,5.630244,4.387418,2.493918,1.920925
0.49092700000000006,3.3509379999999998,2.4441200000000003,5.605148000000001,1.48695,5.421025
0.588584,3.784851,0.334409,3.005832,3.175103,5.05861
0.543968,3.572268,2.104241,3.9792970000000003,1.364464,0.064093
0.476444,1.296454,4.465797,5.390741,5.104327,3.891259
0.70228,1.857478,4.818093,3.2811529999999998,4.027597,4.869095
0.7888,2.87554,3.319435,1.7432310000000002,4.947412,1.520785
0.36859200000000003,1.4329290000000001,4.167341,5.905745,4.8132660000000005,0.434733
0.405636,5.1158529999999995,5.411796,0.26855300000000004,2.864631,1.62889
0.441114,1.2185860000000002,0.378751,2.0074669999999997,1.90715,0.6663220000000001
0.53938,1.4055309999999999,1.871968,5.888082,4.175475,2.952314
0.39295599999999997,1.0742479999999999,0.32714899999999997,2.240196,5.971113,2.563307
0.66257,1.415986,1.222861,1.904898,4.6696029999999995,2.337734
0.46143999999999996,2.664192,4.370995,0.775474,5.0274849999999995,5.370591
0.610066,1.916614,4.38052,5.544594,4.286509,2.573345
0.42397799999999997,5.590278,5.316794,0.862869,3.6220190000000003,1.7530869999999998
0.629497,2.6312439999999997,3.544598,2.042707,4.567245,0.33908699999999997
0.42785200000000007,1.158898,0.474106,5.4348790000000005,3.030333,1.3649959999999999
0.397532,5.479286,5.586467,3.047893,5.240796,1.485056
0.315304,5.92849,4.852233,3.7417290000000003,0.45816599999999996,0.22555100000000003
0.598468,2.68322,1.765681,3.548798,5.861276,4.263866
0.387011,0.716715,3.311979,4.239523999999999,0.642538,0.095813
0.41605299999999995,1.598388,5.958657,0.225994,3.331863,3.715524
1.309568,2.502319,4.344068,3.2172959999999997,2.467819,2.498537
0.403605,3.6193760000000004,5.083818,0.24243699999999999,0.692241,1.54368
0.717023,1.62327,2.649563,5.012854,4.394997,3.9647580000000002
1.268617,3.6670589999999996,2.873748,2.089917,3.732094,1.9716630000000002
0.502028,4.317295,3.41428,5.130266000000001,4.747808999999999,0.672033
0.843929,1.38048,1.664549,1.526417,3.4497230000000005,3.263389
0.49407,0.754506,4.544111,3.5389480000000004,4.917915,1.039221
0.5175529999999999,1.830055,3.073327,5.676061,3.5106550000000003,5.350632
0.44440100000000005,1.9626700000000001,3.930858,0.33672399999999997,5.714175,4.048742
0.434115,2.595001,1.8964729999999999,0.373866,5.278713,5.136455000000001
0.496654,3.09715,0.8823479999999999,0.173708,3.095613,4.625966
0.526213,0.563095,2.903438,4.138871,4.782939,4.892083
1.158089,1.624893,2.224756,3.641771,2.888184,3.847715
0.443316,4.856088,4.778681,0.73418,5.02281,4.312564
0.465873,0.22532199999999997,4.731775,4.827472,1.98489,4.1819809999999995
0.43329399999999996,5.623125,4.061073,3.757104,5.906879,1.975687
0.506049,4.431985,0.851023,0.47128100000000006,1.719266,3.239891
0.32326,2.9816540000000002,0.179335,0.465674,0.48698500000000006,5.2891639999999995
0.518219,3.52115,3.409044,0.866044,4.557342,0.377238
0.626025,1.473701,1.854914,4.783348,5.037132,3.052405
0.403276,2.803093,5.686458,0.604391,5.584029,2.646579
0.322154,5.828531,5.935422,1.4772129999999999,2.012146,5.475695
0.7667729999999999,3.330834,1.769722,1.511887,4.874416,3.8311
0.441902,3.176815,4.854922,0.678933,3.2795019999999995,5.948217
0.540304,1.439566,5.426668,5.200117,2.8297689999999998,3.5612019999999998
0.656942,2.983386,3.635159,4.239199,4.974501999999999,5.093819
0.477857,3.794361,5.3541,4.452453,5.761439,2.862883
0.47971,4.124813,5.712389,3.953184,0.507637,3.321334
0.9358120000000001,2.423091,3.3449489999999997,3.147623,4.302026000000001,1.124625
0.8573879999999999,2.25462,4.4203209999999995,2.0083290000000003,1.459559,3.8567699999999996
0.425962,5.977892,3.51055,4.020657,2.443373,5.8277529999999995
0.368585,0.276433,0.205145,0.755393,1.6587470000000002,3.254083
0.5237890000000001,5.361008,2.729186,0.9369040000000001,5.0450800000000005,2.927686
0.30586199999999997,5.529721,3.9278120000000003,0.16858800000000002,6.0222430000000005,4.811996
0.434014,4.827103,3.177218,5.83575,3.9485059999999996,0.606282
0.378858,0.642274,2.283876,5.872237,4.2737169999999995,5.334797
0.290101,1.621227,5.672808,0.7931630000000001,5.643819000000001,0.073241
0.876634,2.062141,5.027197,2.85446,4.175915,3.119175
0.750726,4.128368,5.144513,3.990164,3.460124,4.120782
0.8229219999999999,0.8693190000000001,2.285205,1.7911130000000002,2.335085,3.444486
0.952625,4.377365,3.609107,4.57722,3.857477,2.9207520000000002
0.57592,0.690571,5.285315,3.398708,2.229372,1.973077
0.724124,3.972544,5.651009999999999,2.616756,2.495717,3.659479
0.672078,3.015044,4.060786,1.6531639999999999,2.262198,5.528916000000001
0.680349,4.72431,1.290659,4.5724160000000005,2.860393,4.145107
0.472634,4.340222,3.973104,5.440258,3.0704830000000003,5.7304010000000005
0.319143,5.472323,0.482309,4.420664,5.513215,0.644534
0.704233,5.395535,2.490361,2.490981,1.288586,3.116174
0.493468,2.0549779999999997,4.051589,5.679895,2.0816220000000003,0.71077
0.627509,4.242475,5.652354,1.582565,3.494754,3.321571
0.7552760000000001,1.236859,4.9157,3.2489790000000003,2.971595,4.182715
0.376811,0.233246,2.95729,5.778529,1.623314,0.934502
0.6734439999999999,4.5144459999999995,4.590495,1.6564849999999998,3.527561,4.715366
0.769525,3.050135,2.552285,1.550508,5.319966,2.444307
0.305079,2.929533,5.8807160000000005,5.616036,0.41570100000000004,5.4398
0.360053,5.478333,5.977848000000001,0.46149399999999996,2.695259,1.892263
0.408509,3.7092,5.234885,1.846402,0.5555479999999999,0.416307
1.091356,3.7559980000000004,2.3833029999999997,3.599501,3.4294260000000003,1.366827
0.5260130000000001,5.206654,2.778451,1.269795,3.2858629999999995,0.546998
0.459128,4.882937,1.530123,3.865299,4.658347,5.752372
0.448996,3.510329,4.756539,4.840222,1.448542,0.148224
0.515728,1.147535,5.3470260000000005,3.060206,3.5741699999999996,0.738011
0.436439,1.489592,5.53227,3.9548730000000005,2.803843,0.12445999999999999
0.45983500000000005,5.369072,3.39971,4.82573,5.215889,1.347364
0.402165,0.222045,3.6432089999999997,1.450243,4.015016999999999,0.118565
0.8959520000000001,2.989408,0.94326,3.6550339999999997,2.173275,3.904696
0.48266400000000004,1.057563,5.448281,0.724774,2.133118,3.1519459999999997
0.560542,5.922084,2.752361,3.1445939999999997,1.572309,1.523253
0.402273,4.326167,1.2840340000000001,5.077044,5.765169,1.2124840000000001
0.403963,3.0528299999999997,5.447906,5.574741,1.8392060000000001,0.595223
0.8194049999999999,2.87653,4.625513,3.039368,1.000436,2.26065
0.35831,0.407713,5.344918,1.7156669999999998,2.217782,0.09675700000000001
0.872088,4.141831,1.7597009999999997,3.9651199999999998,4.499775,3.666208
0.462279,0.304587,4.0893559999999995,5.553793,4.2854,2.9231279999999997
0.656583,0.47867299999999996,4.035679,3.109037,4.2553529999999995,1.8987060000000002
0.34369099999999997,3.1798990000000003,0.78689,5.895149,0.087355,4.516667
0.530829,0.63038,2.493911,1.233674,2.296074,5.0860959999999995
0.42242799999999997,4.958891,1.7017220000000002,0.71711,5.4589739999999995,1.624592
0.763083,4.9552830000000005,4.350018,1.834126,1.9600689999999998,3.135428
1.0778,4.384638,1.7503060000000001,2.428511,3.6324980000000004,2.730645
0.5731930000000001,0.9491930000000001,5.427193,2.574534,1.836771,2.097267
0.489994,4.007632,5.009473000000001,1.918852,0.800086,5.0848510000000005
0.627884,3.16157,2.390159,4.213058999999999,2.380134,5.944955
0.42416499999999996,5.887847,3.037418,0.6012310000000001,4.956126,3.808787
0.506071,3.943949,4.218831,2.462532,5.937054,1.137651
0.418809,4.851983000000001,5.056214,1.8210849999999998,5.221939,0.7881020000000001
0.765942,2.772786,3.707778,1.888981,0.552925,3.529812
0.796623,2.644349,3.4984230000000003,0.6833670000000001,2.076272,2.021215
0.6887270000000001,5.001883,2.006253,3.6129660000000006,1.466775,1.659118
0.723249,0.550819,2.788548,1.7463650000000002,1.956832,3.351435
0.360941,0.8490260000000001,4.332773,0.9813299999999999,5.95669,1.133101
0.412361,1.090332,5.3564300000000005,0.053952,3.3395050000000004,4.120951
0.554133,2.395627,4.375134,1.751573,4.545508,0.384131
0.341415,5.038278,0.161677,3.354865,5.10111,0.254343
0.495184,4.870186,4.098659,5.2754129999999995,1.0513379999999999,1.769111
0.31909499999999996,0.41282700000000006,2.681053,0.303521,5.468586,0.5143399999999999
0.435688,2.445547,2.676921,5.478332,0.6807449999999999,5.453434
0.46236000000000005,3.211255,0.752221,0.8358450000000001,4.5205589999999995,5.129636
0.64367,2.550797,4.93809,5.0523739999999995,4.426232,2.424191
0.625169,3.9911589999999997,1.9991330000000003,4.85281,4.354818,1.065292
0.522683,3.8178400000000003,1.527369,5.557281,0.850591,2.632714
0.830875,1.8019040000000002,2.1062790000000002,0.873822,2.724734,2.547309
1.306454,2.639907,2.304153,3.078394,3.102723,4.422581
0.7216279999999999,0.142923,3.3293230000000005,2.479751,3.232942,2.488842
0.332806,5.954382,3.421521,1.091433,5.208302,5.760845
0.588968,1.05301,2.4249330000000002,3.5011019999999995,4.116349,5.52191
0.44846,0.687298,2.4387849999999998,3.6873080000000003,4.88503,5.758486
1.096597,2.2844580000000003,3.142203,1.336674,3.237457,2.126007
0.545251,1.23871,3.9951830000000004,3.169594,5.785375,1.791465
0.297408,2.988126,5.755491,5.985115,0.45006199999999996,5.370205
0.935069,2.08696,4.384091000000001,2.989491,3.2991080000000004,1.310185
0.48358900000000005,5.7597830000000005,2.450478,4.219239,1.739962,0.835259
0.623142,5.571992,5.041228,2.5185310000000003,2.935402,3.173095
0.316886,0.366062,0.85603,0.25866,4.1591830000000005,5.482776
0.541231,4.477149,0.41280100000000003,1.806989,1.29955,2.4651810000000003
0.5143439999999999,1.6647169999999998,0.5554819999999999,4.85865,3.6989660000000004,1.344568
0.590982,2.587014,1.03339,2.129012,2.007057,0.522437
0.406627,3.337225,1.99532,0.549896,5.335083,5.648358999999999
0.534667,5.706422,1.8603610000000002,3.116638,0.850368,3.6672290000000003
0.5006079999999999,2.556465,0.12008599999999998,2.251,0.664447,2.314953
0.401055,5.948315,3.2894309999999995,4.486877,5.8047010000000006,4.039589
0.516039,1.85873,0.622236,3.198441,0.967412,4.803142
0.514608,4.256593,0.9290889999999999,4.877125,0.9652280000000001,2.050953
0.62003,4.048033,3.836847,4.951467,0.983316,4.205953
0.45375699999999997,3.2847589999999998,5.205922,1.1868290000000001,0.5874159999999999,1.272894
0.361084,4.238633,5.89533,0.792161,2.7765470000000003,5.802282
0.762969,4.049167,3.475031,4.975979,4.063374,4.320995
0.378131,1.118795,6.0311010000000005,3.877386,5.0378099999999995,1.05144
0.468714,0.818086,3.3712489999999997,0.14671900000000002,4.791411,2.7066630000000003
0.44147299999999995,6.044482,3.1427509999999996,5.425727999999999,4.326266,3.847961
0.6030949999999999,1.076726,2.034092,3.14225,2.885585,5.629803
0.686379,0.24560500000000002,2.630011,3.317132,4.301529,3.2259860000000002
0.707547,3.4171989999999997,3.000838,3.688653,5.798357,3.808847
0.48201099999999997,5.341199,0.47622299999999995,4.612617,3.084653,4.134914
0.40815,4.065052,5.376435,5.182081,1.8803189999999999,5.589185
0.442658,1.1926,0.437802,2.347211,4.788867,0.9670049999999999
0.702786,2.2634990000000004,2.6671099999999996,0.557895,1.468322,2.484325
0.679071,2.814356,5.009777,4.45324,1.455817,1.9248560000000001
0.609807,5.939827999999999,2.417208,2.041936,2.838196,4.213394
0.49354799999999993,0.9884299999999999,3.7308489999999996,5.088497,3.766321,5.394127
0.681041,5.183137,4.961844,2.2803400000000003,3.741976,2.994026
0.41698100000000005,3.918587,5.36741,5.019292,0.7857430000000001,4.884941
0.457424,2.307633,5.63667,1.109112,0.7927609999999999,2.008633
0.558528,1.195542,1.194708,0.827119,1.7567540000000001,3.349275
0.664375,2.6195180000000002,1.601494,5.329301,4.464397,2.382706
0.411566,2.942132,5.437194,0.314475,2.517849,5.430974
0.587562,0.77367,3.610171,4.170319999999999,5.023891000000001,4.10672
0.5370199999999999,3.587045,3.07304,4.452637,5.660685,5.020382
0.728713,1.407126,3.726858,2.673035,2.4444,0.710533
0.546238,2.3577150000000002,4.966533,2.329034,0.363268,1.725364
0.591692,3.547918,3.241335,5.927944999999999,3.477117,4.655817
0.645436,1.560837,1.262451,2.4439610000000003,4.53602,1.3463399999999999
0.6578579999999999,1.792644,2.773361,2.691121,1.9714610000000001,0.254373
1.014326,3.7525449999999996,2.617466,0.9908469999999999,3.007606,2.669311
0.38919499999999996,1.6416849999999998,5.846316000000001,2.006206,1.379917,5.671182
0.504436,4.996258,3.7703300000000004,1.9343720000000002,5.685642,1.622534
0.470866,5.9459800000000005,4.22234,5.417004,2.943832,3.4684730000000004
0.847759,4.431493,4.370988,1.532145,3.2899769999999995,2.207318
0.55143,2.1132619999999998,2.131371,1.914074,1.376343,0.21103200000000003
